customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2375-9912,Female,0,No,No,64,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),60.35,3793.76,No
2376-8682,Female,1,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.45,1427.4,No
2377-2234,Female,0,Yes,No,48,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),77.6,3713.41,No
2378-9888,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,101.23,5007.12,No
2379-6881,Female,0,No,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.33,4161.98,No
2380-2615,Female,0,No,No,34,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.03,2147.88,No
2381-5038,Female,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,93.26,2602.33,No
2382-9260,Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,93.74,2781.78,No
2383-4535,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),94.64,6368.82,No
2384-2652,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.46,214.84,No
2385-8874,Female,0,No,Yes,51,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,51.18,2609.91,No
2386-9575,Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.65,5784.72,Yes
2387-9779,Female,0,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,62.17,294.37,No
2388-9600,Female,0,No,Yes,45,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,62.25,2730.83,No
2389-8854,Male,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,53.06,2212.87,No
2390-5089,Female,0,No,No,24,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,72.54,1720.07,No
2391-2730,Female,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),108.76,525.35,Yes
2392-6553,Male,0,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),77.9,3873.26,No
2393-2986,Female,0,Yes,Yes,38,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),71.6,2763.12,No
2394-5257,Male,0,No,No,54,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.94,3718.5,No
2395-6904,Female,0,No,No,6,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.84,339.04,No
2396-9518,Female,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.25,6512.98,Yes
2397-3601,Female,0,Yes,No,45,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,67.61,2979.53,No
2398-3266,Female,1,No,No,32,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,56.13,1880.48,Yes
2399-7611,Female,0,No,No,33,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,61.28,2089.27,No
2400-1058,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.89,2008.71,No
2401-6097,Male,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),88.6,3567.68,No
2402-7712,Female,0,No,No,42,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,63.79,2775.69,No
2403-5957,Male,0,Yes,No,47,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,75.9,3544.98,No
2404-4455,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.18,800.98,No
2405-8456,Male,0,Yes,No,18,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,62.26,1164.07,No
2406-4338,Female,0,No,No,54,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,66.57,3530.49,No
2407-7394,Male,1,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.86,664.03,No
2408-5176,Female,0,Yes,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,0.0,No
2409-1239,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,74.25,2702.9,No
2410-5774,Male,0,No,No,0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),89.24,,No
2411-1445,Female,0,No,No,41,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.96,3219.8,No
2412-9377,Female,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.79,1438.67,No
2413-6413,Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,94.64,6470.75,No
2414-4347,Male,0,No,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,105.44,4571.84,No
2415-5375,Male,0,Yes,No,25,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,55.93,1268.45,No
2416-6571,Female,1,Yes,No,46,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),45.27,1885.14,No
2417-3341,Female,1,No,Yes,43,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,94.5,4036.7,Yes
2418-3595,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,93.02,5009.41,No
2419-4767,Female,0,No,No,67,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,93.19,6183.72,No
2420-3326,Male,0,Yes,No,7,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,86.13,433.7,No
2421-7820,Female,1,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),98.9,5212.09,No
2422-1934,Female,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,93.58,5435.67,No
2423-8438,Male,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.25,1476.24,No
2424-4136,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,34.06,1097.25,No
2425-6050,Male,0,Yes,No,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),62.86,1742.07,No
2426-2419,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,108.16,2996.54,Yes
2427-4467,Female,0,No,No,64,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,54.05,3486.79,No
2428-7790,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),81.66,1960.16,No
2429-3436,Male,0,No,Yes,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.74,2540.29,No
2430-2190,Male,0,No,No,42,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.98,2044.71,No
2431-5696,Female,0,No,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,79.4,1679.32,No
2432-2462,Female,1,No,No,50,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,98.59,5034.27,No
2433-3832,Female,0,No,No,38,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,106.05,4003.0,Yes
2434-5053,Female,0,No,Yes,12,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,59.73,657.5,No
2435-6076,Female,0,Yes,No,13,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,80.18,944.2,No
2436-6753,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.33,0.0,No
2437-7089,Male,1,Yes,Yes,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,57.08,2423.72,No
2438-8597,Female,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),79.5,4581.9,No
2439-1594,Female,1,No,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.48,3650.97,No
2440-4260,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.8,3981.08,Yes
2441-1009,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,94.48,6663.43,No
2442-1084,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,83.54,5999.01,No
2443-2910,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),75.17,3413.62,No
2444-6382,Female,0,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.91,2545.46,No
2445-9049,Male,1,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.86,2074.18,No
2446-7961,Female,1,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,73.12,3224.58,No
2447-6815,Female,0,No,No,59,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,85.15,5041.55,No
2448-8002,Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.17,1295.33,No
2449-2547,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.23,6236.83,No
2450-8557,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),83.87,2581.48,No
2451-9011,Male,0,No,Yes,63,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.89,5224.05,No
2452-1855,Male,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.9,689.14,No
2453-5229,Female,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),34.15,2211.3,No
2454-8469,Male,0,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),72.55,3618.19,No
2455-5284,Male,1,No,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),58.2,969.78,No
2456-8563,Female,0,Yes,No,10,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,57.25,552.69,No
2457-9418,Male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.0,294.88,No
2458-5271,Female,0,No,No,27,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,87.67,2364.49,No
2459-1535,Female,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.69,110.45,No
2460-4060,Male,0,Yes,No,40,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,85.54,3425.33,No
2461-2936,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.16,4877.8,No
2462-5266,Female,0,Yes,No,54,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,76.82,4084.26,No
2463-6271,Female,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,83.67,5782.26,No
2464-5174,Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.31,4698.57,No
2465-2759,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.6,5702.5,No
2466-3710,Male,0,No,Yes,44,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,68.07,3059.03,No
2467-7115,Female,0,No,No,62,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.81,4953.15,No
2468-1242,Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),27.5,1425.57,No
2469-2926,Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,89.57,5559.86,No
2470-9030,Female,0,Yes,No,29,No,No phone service,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),39.78,1309.36,No
2471-1892,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,85.77,3261.04,No
2472-4732,Male,1,Yes,No,66,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),57.87,3797.47,No
2473-2862,Female,1,Yes,No,32,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,62.82,1962.75,No
2474-1941,Female,0,No,Yes,44,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.77,2435.25,No
2475-4804,Male,0,Yes,No,46,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.21,2894.99,No
2476-5692,Male,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),32.61,530.07,No
2477-2585,Female,1,No,No,1,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),63.53,243.33,No
2478-1700,Male,0,No,Yes,50,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,80.29,4149.84,No
2479-2212,Male,0,No,No,57,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,88.4,5025.47,No
2480-6863,Male,0,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),92.77,3838.02,No
2481-8741,Female,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),79.44,3676.23,No
2482-2622,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,86.54,336.77,No
2483-3883,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,82.23,896.9,No
2484-4093,Male,0,No,No,53,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.2,4323.52,No
2485-4246,Female,0,No,No,46,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,44.05,1915.72,No
2486-3198,Female,0,No,No,14,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,81.07,1251.56,Yes
2487-1497,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,58.8,2670.05,No
2488-5725,Female,0,No,No,2,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,72.25,197.49,Yes
2489-4215,Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.26,4626.93,No
2490-4079,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),64.54,144.73,No
2491-3382,Female,1,Yes,Yes,61,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,87.64,5274.85,No
2492-9363,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),104.62,1613.61,No
2493-6493,Male,1,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,82.18,1521.45,No
2494-4767,Female,0,No,No,67,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,54.58,3498.2,No
2495-2848,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.39,1406.05,No
2496-8209,Male,0,Yes,No,24,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,77.84,1965.16,No
2497-8994,Female,1,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,85.51,1051.9,No
2498-1290,Male,1,No,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,62.26,576.4,No
2499-9366,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,92.46,2629.62,No
2500-7294,Female,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,91.4,3830.99,No
2501-1898,Male,0,No,No,35,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,52.88,1788.34,No
2502-7777,Female,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,76.93,5000.58,No
2503-1966,Female,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.34,4649.48,Yes
2504-1457,Female,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.83,564.45,No
2505-2037,Male,0,No,Yes,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,79.68,5152.38,No
2506-5138,Female,0,Yes,No,33,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.25,1945.41,No
2507-6575,Male,1,Yes,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,52.51,44.74,No
2508-4665,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.07,1833.61,No
2509-2097,Female,0,Yes,No,53,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),77.58,4228.0,No
2510-2792,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.73,2434.53,Yes
2511-8670,Female,0,Yes,Yes,64,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,73.53,4622.35,No
2512-9662,Female,0,No,No,66,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),80.01,5318.71,No
2513-7787,Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),84.33,5894.95,No
2514-1930,Female,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),29.22,2030.83,No
2515-8377,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,101.61,1924.17,Yes
2516-7227,Male,0,Yes,No,40,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,62.84,2745.63,No
2517-5734,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,88.95,1105.01,Yes
2518-2289,Female,0,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,54.13,2624.93,No
2519-9969,Male,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.07,970.37,No
2520-4983,Male,0,No,Yes,64,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.43,5991.27,No
2521-1397,Male,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.92,1716.88,No
2522-2889,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.78,600.71,No
2523-4610,Female,0,No,No,23,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,59.37,1356.67,No
2524-1560,Male,0,Yes,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,192.29,No
2525-3915,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),35.7,1273.58,No
2526-5215,Male,0,Yes,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,469.74,No
2527-9536,Male,0,No,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,94.0,6704.37,No
