gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,1,No,Yes,61,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.74,5106.9,0
Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.1,0.0,0
Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),117.86,4141.8,1
Male,0,Yes,No,44,No,No phone service,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,54.74,2448.75,0
Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),103.34,4912.47,0
Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,89.44,131.38,1
Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),65.74,3102.63,0
Male,0,No,No,61,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,71.34,4412.66,0
Female,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),84.87,617.88,0
Female,0,No,No,24,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),77.11,1759.69,0
Male,0,No,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.57,2509.45,0
Female,0,No,Yes,18,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),108.22,2078.77,1
Female,1,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.1,1009.64,0
Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.19,1397.14,0
Female,0,No,Yes,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,82.16,5300.8,0
Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.06,1310.14,0
Male,0,No,Yes,64,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,50.68,3063.75,0
Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),97.69,5791.19,0
Female,0,No,No,4,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,75.93,167.18,1
Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,77.96,2148.91,0
Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.31,1796.56,0
Female,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),57.33,1786.19,0
Female,1,Yes,No,44,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.27,3285.13,0
Female,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.06,734.62,0
Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),59.56,96.17,0
Male,0,No,No,41,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,73.43,3027.37,0
Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.5,747.6,0
Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.4,1622.71,0
Female,0,Yes,No,64,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),74.79,4865.29,0
Male,0,No,Yes,7,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),46.14,321.8,0
Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),96.13,2528.43,0
Female,0,Yes,No,28,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,52.94,1565.64,0
Female,0,No,Yes,49,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.93,1968.82,0
Male,0,Yes,Yes,28,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),52.76,1507.88,0
Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.87,1096.56,0
Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,85.07,5515.42,0
Male,0,Yes,No,43,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),70.8,2989.71,0
Male,0,Yes,No,7,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),63.66,439.46,0
Female,0,No,No,35,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),52.02,1853.45,0
Female,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.58,1755.62,0
Female,1,Yes,Yes,35,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),68.52,2502.21,0
Male,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.03,6121.6,0
Male,0,Yes,No,65,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),73.66,4762.93,0
Male,0,Yes,No,19,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,64.0,1180.48,0
Male,0,No,No,30,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),44.77,1305.76,0
Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.09,340.95,0
Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.46,238.59,0
Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.8,592.81,0
Male,0,No,No,30,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),75.87,2254.21,0
Female,0,Yes,Yes,25,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.54,1315.74,0
Male,0,Yes,Yes,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.25,1135.34,0
Female,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.85,829.45,0
Female,0,Yes,No,34,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),71.23,2336.35,0
Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,74.93,4760.48,0
Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,93.27,5096.28,0
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,98.87,1551.47,1
Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.84,532.62,0
Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.74,2325.65,0
Female,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.66,1668.18,0
Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.42,1789.12,0
Male,1,No,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),90.41,5717.38,0
Female,1,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,61.44,2056.65,0
Female,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,98.8,3837.05,0
Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,94.32,2355.27,0
Male,0,No,No,46,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,51.85,2322.25,1
Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.37,3976.47,0
Male,0,No,No,49,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.97,4625.16,0
Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,87.91,5353.39,0
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),81.61,4187.83,0
Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.51,137.17,0
Male,0,Yes,No,25,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),41.58,976.77,0
Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.84,1253.76,0
Female,0,Yes,Yes,45,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),71.56,3302.08,0
Male,1,No,Yes,63,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),87.77,5516.27,0
Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.31,900.76,0
Female,0,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.78,1956.85,0
Male,0,Yes,No,28,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,53.36,1648.54,0
Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.34,371.62,0
Male,0,Yes,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,694.12,0
Male,0,No,No,10,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,81.63,829.52,0
Male,1,No,Yes,29,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.42,2669.22,1
Female,0,No,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.79,1644.92,0
Female,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,72.68,0.0,1
Female,0,No,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),100.14,4854.11,0
Female,1,Yes,No,54,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,94.0,5090.05,0
Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),92.02,727.21,0
Male,1,No,Yes,42,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,79.95,3348.51,0
Male,0,No,Yes,36,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),55.91,1948.17,0
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,98.94,1060.81,0
Male,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.9,1213.81,0
Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.34,1584.31,1
Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),87.58,5213.1,0
Female,1,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),85.2,3671.11,0
Male,0,No,No,8,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,70.05,478.03,1
Female,0,Yes,No,37,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.54,2765.29,0
Male,1,Yes,No,8,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,62.88,527.04,0
Female,1,Yes,No,52,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,79.9,4132.38,1
Male,1,No,No,21,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,50.95,1172.69,0
Male,1,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),85.94,3170.29,0
Female,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),29.88,1443.19,0
Female,1,Yes,No,61,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,68.1,4263.3,0
Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),97.1,3576.0,0
Female,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),92.22,477.87,0
Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.08,531.31,0
Male,0,No,No,44,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),41.74,1867.76,0
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.65,157.22,0
Female,1,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.87,841.03,0
Male,0,No,No,23,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.65,1168.04,0
Male,0,No,No,22,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,64.09,1530.56,0
Female,0,No,Yes,69,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,79.77,5674.96,0
Male,0,No,Yes,68,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,75.51,5193.99,0
Female,0,Yes,No,65,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,54.62,3642.21,0
Female,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.1,1774.8,0
Female,0,Yes,Yes,65,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),78.26,5025.01,0
Female,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.63,1095.65,1
Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.31,1930.5,0
Male,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,80.71,344.67,0
Female,0,No,Yes,58,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),77.07,4441.25,0
Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.18,1975.0,0
Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.82,110.51,0
Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),91.77,1190.25,0
Female,0,No,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,85.39,1012.12,0
Male,0,No,No,67,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,77.3,5058.53,0
Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.29,5401.3,1
Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),58.59,1062.69,0
Female,0,No,No,3,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.04,345.44,0
Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,104.23,3186.69,1
Male,0,Yes,No,42,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),76.1,3309.94,0
Male,1,No,No,3,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),77.71,308.1,0
Female,0,No,No,34,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,57.77,2018.77,0
Male,0,Yes,No,39,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,53.79,2019.03,0
Female,1,Yes,No,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),74.22,5234.0,0
Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),102.01,1267.09,0
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),97.07,1229.73,0
Male,1,No,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,81.5,2528.39,0
Female,0,No,No,23,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,95.16,2131.38,0
Male,0,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.63,1689.25,0
Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.35,4952.19,0
Male,0,No,Yes,18,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,58.65,970.58,0
Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),103.86,2534.27,0
Male,0,Yes,No,46,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),75.91,3497.44,0
Male,1,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.42,5931.39,0
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.86,996.14,0
Female,0,No,Yes,21,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,46.71,953.01,0
Male,0,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,46.45,2079.59,0
Female,0,Yes,No,62,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),75.61,4708.56,0
Female,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),67.75,1445.78,0
Male,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),32.48,1098.52,0
Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.72,4675.0,0
Female,1,Yes,Yes,31,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.44,1730.87,0
Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.71,5721.72,0
Female,0,No,Yes,37,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,119.33,4372.39,0
Female,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.62,6002.51,0
Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),82.55,3574.29,0
Female,0,No,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,77.18,5046.81,0
Female,0,Yes,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,1050.0,0
Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,55.95,1004.72,0
Female,1,Yes,Yes,65,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,70.2,4534.42,0
Female,0,Yes,No,9,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,66.15,596.53,1
Male,1,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.88,515.58,0
Female,1,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,86.09,169.73,1
Male,0,No,No,7,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,84.58,446.96,0
